1280 -0.09 0.36 0.73 0.83 0.37 -0.53 -0.13 1.67 1.76 0.55
1310 -0.50 0.03 2.07 2.13 0.50 0.15 0.21 0.12 0.32 0.26
1339 -0.28 -0.25 2.12 2.16 0.38 -0.18 0.56 0.72 0.94 0.59
1364 0.43 0.18 0.67 0.83 0.47 -0.20 -0.46 0.51 0.73 0.50
1384 0.24 -0.04 1.02 1.05 0.24 0.44 -0.19 0.60 0.78 0.48
1453 0.34 0.15 0.25 0.47 0.37 -0.20 0.13 0.02 0.28 0.24
1411 0.38 0.35 1.24 1.35 0.52 -0.49 0.61 3.27 3.36 0.79
1456 0.46 -0.23 1.42 1.52 0.52 0.26 0.84 1.38 1.65 0.88
1446 -0.00 0.23 1.47 1.49 0.23 0.43 -0.31 0.53 0.77 0.53
1470 -0.34 0.16 0.83 0.92 0.37 0.20 0.21 0.22 0.39 0.29
1497 -0.11 0.11 0.44 0.49 0.16 0.66 -0.30 0.62 0.96 0.72
1488 0.10 -0.72 2.86 2.96 0.72 0.32 -0.32 1.16 1.25 0.46
1553 0.01 0.24 -0.03 0.28 0.24 -0.74 0.33 2.26 2.40 0.81
1605 0.03 0.15 0.94 0.96 0.15 -0.05 -0.28 0.19 0.37 0.28
1618 -0.33 0.11 0.36 0.52 0.34 0.31 0.02 0.16 0.37 0.31
1635 -0.15 -0.57 1.15 1.30 0.59 -0.06 -0.50 0.65 0.84 0.50
1596 0.25 0.06 1.86 1.88 0.26 -0.15 -0.17 0.14 0.30 0.23
1652 0.19 -0.25 0.58 0.67 0.31 -0.19 -0.30 0.31 0.49 0.35
1649 -0.21 -0.28 2.26 2.29 0.35 -0.01 0.33 0.58 0.68 0.33
1703 0.25 0.05 1.02 1.06 0.25 -0.02 0.53 0.26 0.61 0.53
1714 -0.25 -0.33 0.27 0.52 0.42 -0.17 0.49 0.27 0.60 0.52
1815 -0.32 -0.15 0.02 0.39 0.36 -0.33 0.26 0.46 0.64 0.42
1831 -0.55 -0.34 1.71 1.84 0.64 0.49 -0.20 0.88 1.04 0.53
1876 0.46 -0.26 1.37 1.48 0.53 -0.34 -0.11 0.33 0.51 0.36
1859 0.08 0.24 0.28 0.40 0.26 -0.77 -0.27 2.32 2.46 0.81
1854 0.05 -0.18 1.03 1.06 0.18 -0.50 -0.25 1.75 1.84 0.55
1930 0.38 0.53 1.66 1.79 0.66 -0.31 -0.36 0.99 1.11 0.48
2000 0.46 -0.66 1.30 1.53 0.81 0.20 0.03 -0.02 0.25 0.21
2003 0.25 -0.09 1.04 1.08 0.26 -0.13 -0.74 2.85 2.95 0.75
2026 0.10 0.17 0.40 0.47 0.20 0.47 0.09 0.54 0.73 0.48
2009 1.10 -0.10 4.71 4.84 1.10 -0.27 0.38 0.61 0.78 0.46
2006 0.29 -0.38 0.20 0.54 0.48 -0.18 0.39 0.70 0.83 0.43
2031 -0.51 0.15 1.88 1.96 0.53 0.15 0.47 0.10 0.52 0.49
2108 -0.52 0.07 2.54 2.60 0.53 0.60 -1.09 3.51 3.73 1.25
2103 0.04 0.33 1.56 1.60 0.34 -0.22 -0.30 0.46 0.61 0.37
2113 0.09 -0.29 1.72 1.75 0.31 -0.40 0.04 0.42 0.60 0.40
2133 -0.34 -0.07 0.22 0.44 0.35 -0.40 -0.55 1.63 1.77 0.68
2132 -0.71 0.20 1.60 1.76 0.74 0.41 0.40 1.00 1.16 0.57
2162 -0.25 0.21 1.53 1.57 0.33 0.38 0.13 0.71 0.83 0.40
2175 0.08 -0.49 2.22 2.28 0.50 -0.21 -0.27 0.02 0.37 0.34
2201 -0.20 0.19 0.31 0.44 0.28 -0.49 -0.00 1.18 1.29 0.49
2223 0.01 -0.11 0.95 0.97 0.11 0.34 -0.04 0.11 0.39 0.35
2218 -0.22 -0.49 4.61 4.64 0.54 -0.14 -0.09 0.16 0.27 0.17
2225 0.58 -0.17 2.49 2.56 0.60 0.20 -0.07 0.23 0.34 0.21
2246 -0.63 -0.36 0.73 1.04 0.73 0.20 0.48 2.30 2.36 0.52
2344 0.44 0.40 3.56 3.61 0.59 -0.09 -0.55 0.52 0.78 0.56
2371 0.47 -0.09 2.32 2.37 0.48 0.51 -0.10 0.60 0.81 0.52
2446 0.28 0.16 0.75 0.83 0.32 0.36 -0.50 2.09 2.18 0.62
2460 -0.26 0.19 0.80 0.88 0.32 0.33 0.63 5.54 5.59 0.71
2469 0.10 -0.37 1.32 1.39 0.39 -0.09 0.23 0.23 0.37 0.25
2482 -0.61 0.28 1.55 1.70 0.67 -0.33 0.11 0.47 0.60 0.35
2584 0.50 -0.07 2.06 2.13 0.51 -0.38 0.29 0.27 0.57 0.48
2623 0.12 0.19 0.61 0.66 0.22 -0.21 0.20 0.33 0.46 0.29
2602 0.14 -0.27 1.55 1.59 0.31 0.45 0.18 0.52 0.73 0.48
2603 0.40 0.12 0.61 0.75 0.42 0.24 0.08 0.18 0.34 0.26
2633 0.10 -0.36 2.76 2.79 0.37 -0.59 -0.32 1.02 1.23 0.67
2675 0.24 -0.09 1.26 1.29 0.25 -0.17 0.60 0.97 1.16 0.62
2709 -0.16 0.27 0.51 0.62 0.31 0.04 0.30 0.84 0.90 0.30
2716 0.27 -0.07 0.35 0.47 0.28 -0.08 -0.47 1.82 1.89 0.48
2722 -0.75 0.33 1.55 1.76 0.82 0.00 0.66 1.33 1.49 0.66
2758 -0.35 0.20 1.32 1.38 0.40 -0.16 -0.91 0.70 1.17 0.92
2811 0.19 0.11 0.74 0.79 0.22 0.50 -0.18 1.61 1.70 0.53
2829 -0.12 0.25 1.18 1.22 0.28 0.38 0.56 1.73 1.86 0.68
2782 0.02 0.24 1.03 1.07 0.24 -0.48 0.38 0.31 0.69 0.61
2833 -0.27 0.09 0.52 0.61 0.29 -0.57 0.18 1.51 1.63 0.60
2864 0.11 0.15 0.51 0.56 0.18 -0.22 -0.60 1.64 1.77 0.64
2859 0.01 -0.46 1.05 1.15 0.46 -0.19 0.27 0.50 0.61 0.33
2891 -0.20 -0.01 0.83 0.87 0.20 0.15 0.39 0.65 0.79 0.41
2884 -0.13 0.33 2.09 2.13 0.36 -0.28 0.38 0.07 0.50 0.47
2950 1.13 -0.26 3.68 3.86 1.16 0.00 0.35 0.50 0.62 0.35
2942 0.58 0.03 1.37 1.50 0.58 0.43 -0.27 1.94 2.01 0.51
2972 -0.30 0.39 3.67 3.70 0.49 -0.15 -0.46 0.75 0.91 0.48
2961 0.01 -0.35 1.92 1.96 0.35 -0.38 -0.04 0.02 0.41 0.39
3017 0.28 0.24 3.67 3.69 0.37 -0.41 -0.12 1.13 1.22 0.43
3019 -0.15 0.81 2.23 2.38 0.82 0.23 0.24 0.23 0.42 0.33
3034 0.29 0.13 0.36 0.50 0.32 -0.33 0.48 2.35 2.42 0.59
3055 -0.04 -0.19 0.58 0.62 0.19 -0.73 0.09 2.37 2.49 0.74
3059 0.09 -0.11 0.53 0.57 0.15 -0.08 0.41 0.48 0.65 0.42
3092 -0.11 0.16 0.05 0.25 0.20 -0.38 0.28 1.06 1.17 0.47
3094 0.27 -0.13 0.88 0.94 0.30 -0.13 -0.03 0.18 0.26 0.14
3100 -0.12 -0.53 1.16 1.29 0.54 -0.58 0.02 1.21 1.36 0.58
3091 0.26 -0.82 3.30 3.41 0.86 -0.15 0.46 1.08 1.19 0.48
3132 -0.57 -0.05 0.60 0.83 0.57 0.39 0.03 0.63 0.76 0.39
3137 0.11 -0.23 -0.00 0.29 0.25 0.27 -0.25 0.55 0.68 0.36
3180 0.36 -0.24 0.65 0.79 0.43 -0.08 -0.19 0.12 0.28 0.21
3202 -0.16 -0.12 0.76 0.79 0.20 0.47 -0.04 0.00 0.50 0.48
3267 -0.03 -0.25 1.45 1.48 0.26 0.24 0.50 2.64 2.70 0.55
3271 0.37 0.06 0.40 0.57 0.38 -0.38 -0.25 1.37 1.44 0.45
3268 0.06 0.20 0.48 0.54 0.21 0.35 0.10 0.27 0.47 0.36
3331 -0.67 -0.13 3.36 3.43 0.68 -0.13 0.20 0.56 0.63 0.23
3378 -0.28 -0.37 0.56 0.74 0.46 -0.36 -0.03 -0.02 0.38 0.36
3373 -0.16 0.28 0.33 0.48 0.32 0.66 -0.41 2.27 2.41 0.78
3439 -0.14 0.13 0.79 0.82 0.19 0.18 -0.17 -0.01 0.28 0.25
3468 -0.11 -0.08 0.73 0.76 0.14 0.35 -0.49 1.71 1.82 0.60
3470 -0.55 -0.01 1.17 1.29 0.55 0.24 -0.15 0.31 0.44 0.28
3531 0.19 0.08 0.11 0.27 0.21 0.26 0.49 1.43 1.54 0.56
3542 0.12 -0.31 2.78 2.80 0.33 -0.17 0.12 0.22 0.33 0.21
3547 3.88 1.36 13.18 13.81 4.11 -0.30 0.23 0.78 0.88 0.38
3538 -0.44 -0.02 1.76 1.82 0.44 -0.08 -0.78 1.90 2.06 0.79
3560 0.85 -0.06 1.89 2.08 0.85 -0.27 -0.22 0.22 0.44 0.35
3584 0.32 -0.08 0.14 0.38 0.33 -0.02 0.64 1.42 1.57 0.64
3595 -0.22 0.06 0.22 0.34 0.22 -0.47 0.20 0.76 0.93 0.51
3635 0.62 0.01 1.97 2.07 0.62 -0.19 -0.31 0.64 0.75 0.36
3574 0.41 -0.37 1.60 1.70 0.55 -0.05 0.39 0.97 1.06 0.39
3698 0.17 -0.36 0.48 0.63 0.39 -0.04 -0.33 0.36 0.51 0.34
3711 0.02 -1.14 4.79 4.92 1.14 -0.12 -0.35 1.09 1.16 0.37
3726 -0.35 0.09 3.94 3.96 0.36 -0.23 -0.18 0.09 0.33 0.29
3747 0.11 0.05 0.96 0.98 0.12 -0.22 0.44 0.62 0.80 0.49
3771 0.27 -0.27 1.41 1.47 0.39 -0.55 0.72 3.41 3.53 0.90
3795 0.19 -0.36 1.37 1.44 0.40 -0.14 -0.57 0.88 1.07 0.59
3813 0.37 -0.26 0.34 0.58 0.45 0.29 -0.98 2.32 2.54 1.02
3851 -0.36 0.03 0.88 0.96 0.36 0.37 0.65 4.88 4.94 0.74
3881 -0.31 0.25 1.76 1.81 0.40 -0.07 0.32 0.25 0.43 0.32
3889 0.20 -0.02 0.49 0.54 0.20 0.44 -0.57 0.69 1.00 0.72
3939 0.17 0.40 3.04 3.08 0.44 -0.55 -0.08 0.21 0.61 0.55
3907 -0.34 -0.06 1.00 1.06 0.34 -0.35 0.49 1.96 2.05 0.60
3909 -0.11 -0.16 1.48 1.50 0.19 -0.62 -0.30 0.66 0.96 0.69
3954 0.11 -0.04 0.91 0.93 0.11 0.30 -0.02 0.30 0.45 0.30
3950 -0.18 0.11 0.58 0.63 0.22 0.30 0.10 0.30 0.46 0.32
3967 -0.32 -0.00 0.10 0.36 0.32 0.31 -0.19 0.41 0.57 0.37
3978 -0.06 -0.17 0.78 0.82 0.18 0.32 -0.34 0.40 0.63 0.47
3953 -0.02 0.17 0.46 0.51 0.17 -0.30 -0.16 0.67 0.77 0.34
4005 -0.05 0.98 1.89 2.13 0.98 -0.06 0.21 0.02 0.26 0.22
3992 -0.05 -0.15 0.94 0.96 0.16 0.29 0.26 0.44 0.60 0.39
4025 -0.33 0.10 0.33 0.50 0.35 -0.37 0.15 0.77 0.88 0.40
3996 0.02 -0.30 1.20 1.24 0.30 -0.00 -0.35 0.39 0.54 0.35
4048 -0.21 0.25 0.47 0.59 0.32 0.22 0.01 -0.16 0.31 0.22
4076 0.12 -0.08 0.67 0.70 0.14 -0.43 0.42 2.16 2.25 0.60
4060 -0.46 -0.03 0.79 0.93 0.46 0.08 -0.40 0.69 0.81 0.40
4073 0.21 0.20 0.78 0.84 0.29 -0.14 0.35 0.43 0.59 0.38
4118 0.75 -0.74 5.64 5.74 1.06 -0.25 0.31 0.58 0.72 0.40
4117 -0.21 -0.23 1.72 1.75 0.31 -0.27 0.40 1.01 1.12 0.48
4148 -0.22 0.12 0.07 0.30 0.25 -0.06 -0.40 0.81 0.92 0.41
4167 -0.12 -0.58 1.07 1.23 0.59 0.40 0.19 0.78 0.91 0.45
4209 0.09 -0.34 0.95 1.03 0.36 -0.28 0.36 0.94 1.06 0.46
4208 0.39 0.19 2.38 2.42 0.44 0.32 -0.47 1.63 1.73 0.56
4232 0.08 0.36 0.41 0.57 0.37 -0.38 -0.08 0.88 0.97 0.39
4284 0.01 0.50 1.67 1.75 0.50 0.31 -0.35 0.46 0.67 0.47
4269 0.07 0.59 2.10 2.19 0.59 0.21 0.14 0.29 0.41 0.25
4288 -0.02 -0.29 0.35 0.48 0.29 0.37 -0.20 0.35 0.57 0.42
4267 -0.09 0.20 0.48 0.55 0.22 0.22 -0.30 1.24 1.30 0.38
4301 -0.19 0.18 0.54 0.61 0.26 0.29 0.09 0.30 0.45 0.30
4338 0.21 -0.02 1.66 1.67 0.21 0.25 0.59 3.29 3.36 0.64
4337 0.43 -0.14 1.07 1.17 0.45 0.50 -0.54 1.83 1.97 0.73
4367 0.20 -0.46 1.19 1.30 0.50 -0.24 -0.40 1.48 1.56 0.46
4397 -0.43 0.12 3.68 3.71 0.44 -0.14 -0.24 0.36 0.47 0.28
4386 0.49 0.03 3.35 3.38 0.49 0.17 0.55 2.47 2.54 0.58
4387 0.55 0.26 2.07 2.16 0.61 -0.44 0.62 3.09 3.18 0.76
4451 -0.24 -0.29 1.57 1.62 0.37 0.50 -0.18 0.26 0.60 0.53
4484 -0.47 -0.82 3.32 3.46 0.95 -0.03 0.27 0.08 0.32 0.27
4507 0.31 -0.26 0.39 0.58 0.40 0.45 0.17 0.48 0.69 0.48
4526 0.29 -0.31 1.23 1.31 0.42 0.04 -0.39 0.77 0.87 0.39
4538 0.10 -0.30 0.92 0.99 0.32 0.18 0.66 0.88 1.12 0.69
4574 0.18 0.17 1.09 1.13 0.24 0.31 0.07 0.30 0.46 0.32
4665 0.64 -0.24 4.55 4.60 0.69 0.38 0.21 0.66 0.80 0.43
4670 -0.22 -0.09 0.19 0.34 0.24 0.69 -0.51 1.81 2.01 0.86
4667 -0.14 -0.09 1.33 1.35 0.17 0.48 0.42 1.24 1.40 0.64
4726 0.15 -0.40 0.18 0.48 0.42 -0.34 -0.01 0.59 0.69 0.34
4745 0.26 0.58 1.48 1.62 0.64 -0.26 -0.40 0.40 0.64 0.48
4751 0.50 0.02 0.52 0.73 0.50 0.36 -0.25 0.44 0.64 0.44
4732 -0.10 -0.01 0.61 0.63 0.10 -0.25 0.47 1.31 1.42 0.53
4801 0.12 0.51 0.97 1.11 0.52 -0.14 -0.17 0.04 0.27 0.22
4788 -0.51 0.26 1.45 1.56 0.57 0.70 0.07 4.24 4.30 0.71
4731 -0.41 -0.02 0.81 0.92 0.41 -0.11 0.39 0.72 0.83 0.40
4857 -0.17 -0.28 0.21 0.41 0.33 0.58 -0.09 0.67 0.90 0.59
4864 -0.08 0.44 4.20 4.22 0.45 -0.32 0.23 0.23 0.48 0.40
4892 0.24 0.54 1.96 2.05 0.59 0.45 0.03 0.51 0.69 0.45
4927 0.19 0.15 1.67 1.69 0.24 0.29 -0.14 0.12 0.37 0.32
4984 0.11 -0.29 1.86 1.89 0.31 0.23 0.34 0.50 0.66 0.41
5005 -0.40 0.24 1.03 1.13 0.46 -0.31 -0.34 0.44 0.65 0.46
5010 -0.69 0.11 2.20 2.31 0.70 -0.09 -0.52 0.95 1.10 0.52
5038 -0.27 -0.16 1.32 1.36 0.31 0.58 -2.10 3.04 3.74 2.18
5021 0.25 0.09 0.80 0.85 0.26 0.06 0.45 1.44 1.51 0.45
5060 0.13 -0.32 0.95 1.02 0.35 0.43 0.37 1.20 1.34 0.57
5096 -0.08 0.17 0.50 0.56 0.19 -0.01 0.17 0.26 0.34 0.17
5150 -0.29 0.11 0.67 0.75 0.31 -0.12 -0.60 0.70 0.94 0.61
5190 0.17 -0.46 0.05 0.51 0.49 0.40 -0.21 0.91 1.03 0.46
5223 -0.60 0.15 1.18 1.34 0.62 -0.17 0.27 0.22 0.41 0.32
5226 0.27 0.24 0.22 0.44 0.36 0.57 0.83 0.66 1.21 1.01
5219 -0.49 0.75 2.85 2.99 0.90 -0.31 0.18 0.08 0.39 0.36
5236 -0.17 0.15 0.39 0.47 0.23 -0.29 0.54 2.17 2.26 0.61
5348 -0.24 0.74 1.62 1.81 0.78 -0.13 0.50 1.15 1.27 0.52
5382 -0.27 -0.01 0.24 0.39 0.27 0.18 0.18 0.29 0.41 0.25
5361 0.44 0.17 1.24 1.34 0.47 0.37 -0.29 1.52 1.60 0.47
5388 -0.43 -0.50 0.64 0.93 0.66 0.51 -0.46 1.91 2.03 0.68
5392 0.04 -0.23 -0.04 0.27 0.23 -0.11 0.20 0.16 0.31 0.22
5373 0.38 -0.00 1.51 1.56 0.38 -0.17 0.15 0.58 0.64 0.23
5381 0.47 0.03 0.61 0.79 0.47 -0.53 0.06 0.99 1.13 0.54
5411 -0.06 0.33 0.33 0.49 0.33 0.31 -0.24 0.10 0.43 0.39
5417 0.05 -0.38 0.54 0.68 0.38 0.53 0.73 4.86 4.95 0.90
5478 -0.06 0.19 1.11 1.13 0.20 0.34 0.02 0.21 0.42 0.34
5481 -0.22 -0.07 1.09 1.12 0.23 0.74 0.37 1.87 2.05 0.83
5558 -0.09 0.13 0.89 0.92 0.16 0.73 0.18 3.25 3.34 0.75
5545 -0.32 0.12 1.18 1.24 0.35 0.86 -0.17 0.97 1.32 0.87
5586 0.16 -0.36 0.91 1.00 0.39 0.50 0.06 0.49 0.71 0.50
5595 -0.13 -0.29 0.34 0.48 0.32 0.29 1.02 6.73 6.82 1.06
5603 -0.01 0.28 0.66 0.73 0.28 -0.25 0.31 1.25 1.32 0.40
5619 0.28 -0.17 2.18 2.21 0.33 0.19 0.19 0.26 0.40 0.27
5627 0.18 0.08 1.43 1.45 0.20 -0.28 0.36 0.55 0.73 0.45
5661 -0.37 0.03 1.89 1.93 0.38 0.08 0.49 2.07 2.13 0.50
5669 1.16 0.04 3.54 3.73 1.16 -0.12 0.32 0.63 0.73 0.34
5676 0.10 -0.39 1.21 1.28 0.41 -0.45 -0.12 0.91 1.03 0.46
5711 -0.18 -0.38 0.81 0.92 0.42 0.25 -0.27 0.31 0.50 0.37
5717 0.16 -0.08 1.75 1.77 0.18 0.16 -0.16 0.06 0.27 0.23
5737 -0.36 0.05 0.87 0.96 0.37 0.25 0.40 1.36 1.45 0.47
5763 -0.03 -0.31 1.49 1.53 0.31 -0.33 0.46 0.64 0.86 0.56
5802 -0.13 0.19 0.12 0.29 0.23 -0.18 -0.64 0.58 0.90 0.67
5769 -0.23 -0.07 1.36 1.39 0.24 -0.15 0.37 0.86 0.95 0.40
5835 0.05 -0.24 0.38 0.48 0.25 0.31 -0.13 0.51 0.62 0.34
5859 -0.24 0.33 0.63 0.77 0.41 -0.32 -0.19 0.08 0.40 0.37
5901 -0.17 -0.32 0.68 0.79 0.36 0.08 -0.65 1.12 1.30 0.66
5998 -0.20 -0.10 1.20 1.23 0.23 0.24 -0.04 0.11 0.30 0.24
6014 0.11 0.17 1.35 1.37 0.20 0.04 -0.26 0.09 0.31 0.26
6002 -0.39 0.11 0.55 0.70 0.40 -0.28 -0.28 1.16 1.24 0.40
6031 -0.05 0.26 1.05 1.09 0.26 -0.32 -0.68 1.08 1.32 0.76
6103 0.37 0.55 3.34 3.41 0.66 0.24 -0.19 0.35 0.49 0.31
6087 -0.05 0.22 0.45 0.52 0.22 -0.16 -0.59 2.66 2.73 0.61
6075 -0.15 0.05 1.05 1.07 0.16 -0.36 -0.23 0.91 1.01 0.43
6122 0.41 0.03 0.80 0.91 0.41 -0.78 -0.14 4.98 5.05 0.79
6147 0.20 0.39 0.56 0.72 0.44 0.13 -0.37 0.90 0.99 0.39
6180 0.24 -0.16 1.19 1.23 0.28 0.28 -0.25 0.83 0.92 0.38
6218 0.09 0.93 1.29 1.60 0.93 0.20 0.06 0.16 0.30 0.21
6234 0.68 0.13 2.13 2.24 0.69 0.09 0.40 0.48 0.64 0.41
6225 0.26 0.07 0.64 0.71 0.27 -0.51 -0.11 0.90 1.06 0.52
6202 -0.19 -0.39 1.50 1.57 0.43 -0.45 -0.18 0.89 1.02 0.48
6244 0.40 -0.05 0.99 1.08 0.40 -0.21 -0.44 0.93 1.06 0.49
6266 -0.01 0.21 1.14 1.17 0.21 0.39 -0.17 1.25 1.33 0.43
6304 -0.27 -0.16 1.92 1.95 0.31 0.36 0.25 0.42 0.62 0.44
6308 -0.29 0.76 5.58 5.64 0.81 0.34 -0.12 0.21 0.44 0.36
6318 -0.33 -0.23 0.75 0.86 0.40 -0.15 0.38 0.63 0.77 0.41
6347 -0.40 -0.02 0.09 0.43 0.40 -0.49 -0.35 1.11 1.27 0.60
6451 0.03 0.28 1.10 1.14 0.28 -0.02 0.34 0.14 0.39 0.34
6444 -0.41 -0.19 0.82 0.95 0.45 -0.49 -0.32 1.22 1.36 0.58
6507 0.20 0.49 2.33 2.39 0.53 -0.13 -0.22 0.27 0.39 0.25
6532 -0.36 -0.01 0.65 0.76 0.36 0.32 -0.12 0.19 0.41 0.34
6582 -0.03 -0.37 0.53 0.67 0.38 0.09 -0.49 0.43 0.67 0.50
6607 -0.29 0.10 0.22 0.40 0.31 0.94 -0.15 2.94 3.09 0.95
6598 -0.07 -0.21 0.99 1.03 0.22 0.23 0.34 0.27 0.51 0.41
6681 0.15 0.29 0.49 0.61 0.33 -0.46 -0.24 1.23 1.34 0.51
6689 0.23 0.51 1.99 2.07 0.56 0.29 -0.25 0.58 0.71 0.38
6743 -0.89 0.18 1.01 1.37 0.91 0.00 0.35 0.84 0.92 0.35
6725 0.25 -0.73 2.77 2.88 0.77 -0.28 0.94 3.59 3.72 0.98
6729 0.01 -0.56 1.44 1.55 0.56 -0.23 -0.28 0.80 0.89 0.36
6790 0.57 0.01 1.38 1.50 0.57 -0.33 0.33 0.16 0.52 0.47
6803 0.09 0.01 0.83 0.84 0.10 0.23 -0.41 0.67 0.82 0.47
6814 -0.34 0.09 1.97 2.01 0.35 0.18 0.02 0.07 0.24 0.18
6818 -0.27 -0.08 0.93 0.98 0.29 -0.50 -0.36 1.08 1.25 0.62
6800 0.19 0.18 0.97 1.02 0.26 0.03 -0.31 0.17 0.38 0.31
6847 0.20 0.20 0.14 0.35 0.28 -0.05 0.56 1.39 1.51 0.56
6878 -0.04 0.32 0.17 0.38 0.32 0.44 -0.21 1.21 1.31 0.48
6856 0.15 0.38 0.28 0.51 0.41 0.52 -0.47 1.15 1.35 0.70
6887 -0.20 -0.38 1.57 1.63 0.43 0.09 0.64 1.70 1.83 0.65
6884 -0.16 -0.34 1.74 1.78 0.38 0.31 -0.15 0.62 0.72 0.34
6880 -0.00 0.12 0.67 0.69 0.12 0.22 0.09 0.20 0.34 0.23
6898 -0.03 0.21 0.43 0.50 0.21 -0.29 0.51 0.82 1.02 0.58
6933 -0.79 0.08 1.58 1.78 0.79 -0.66 -0.23 0.43 0.83 0.70
6947 -0.21 0.03 0.98 1.01 0.21 0.50 -0.34 1.54 1.66 0.61
6998 -0.21 0.49 0.91 1.06 0.53 -0.27 -0.52 1.87 1.96 0.59
